,Concurso,Data Sorteio,1ª Dezena,2ª Dezena,3ª Dezena,4ª Dezena,5ª Dezena,Arrecadacao_Total,Ganhadores_Quina,Cidade,Rateio_Quina,Ganhadores_Quadra,Rateio_Quadra,Ganhadores_Terno,Rateio_Terno,Ganhadores_Duque,Rateio_Duque,Acumulado,Valor_Acumulado,Estimativa_Premio,Valor_Acumulado_Sorteio_Especial_São_João
,255,24/11/1996,011,046,055,075,078,000,0,(),000,260,146485,12410,4092,0,000,Sim,000,000,000
,256,28/11/1996,004,006,018,040,074,000,4,(),18622770,479,76002,19943,2434,0,000,Não,000,000,000
,257,01/12/1996,024,026,037,048,071,000,0,(),000,282,135446,15227,3344,0,000,Sim,000,000,000
,258,05/12/1996,003,035,039,063,069,000,4,(),19434215,588,67247,19713,2674,0,000,Não,000,000,000
,259,08/12/1996,006,021,022,052,074,000,2,(),21393578,359,119185,15928,3582,0,000,Não,000,000,000
,260,12/12/1996,016,019,021,023,032,000,3,(),10871792,738,44194,23028,1888,0,000,Não,000,000,000
,261,15/12/1996,002,010,029,033,054,000,0,(),000,610,67030,22333,2441,0,000,Sim,000,000,000
,262,19/12/1996,013,061,065,067,079,000,1,(),82544378,339,122879,15088,3681,0,000,Não,000,000,000
,263,22/12/1996,032,063,066,076,077,000,2,(),20655337,285,144950,13423,4104,0,000,Não,000,000,000
,264,29/12/1996,023,025,029,052,055,000,4,(),11321990,593,76371,21712,2782,0,000,Não,000,000,000
,265,05/01/1997,026,037,039,066,071,000,3,(),14354690,233,184824,14442,3976,0,000,Não,000,000,000
,266,09/01/1997,021,028,051,065,069,000,1,(),30827751,168,183498,8671,4740,0,000,Não,000,000,000
,267,12/01/1997,008,027,044,066,075,000,3,(),12998086,440,88623,16848,3086,0,000,Não,000,000,000
,268,16/01/1997,039,051,057,075,076,000,2,(),15223666,207,147089,10128,4009,0,000,Não,000,000,000
,269,19/01/1997,007,022,023,050,076,000,0,(),000,298,127067,13738,3675,0,000,Sim,000,000,000
,270,23/01/1997,014,021,033,034,045,000,4,(),18440270,355,101113,16204,2949,0,000,Não,000,000,000
,271,26/01/1997,003,011,024,054,065,000,6,(),6343525,440,86503,20196,2508,0,000,Não,000,000,000
,272,30/01/1997,003,014,022,032,041,000,0,(),000,384,77926,17065,2334,0,000,Sim,000,000,000
,273,02/02/1997,013,015,025,039,044,000,6,(),11670240,656,61125,26521,2012,0,000,Não,000,000,000
,274,06/02/1997,015,052,055,062,079,000,1,(),31195110,165,189061,9502,4370,0,000,Não,000,000,000
,275,09/02/1997,013,022,029,068,072,000,3,(),11897076,314,113666,13836,3434,0,000,Não,000,000,000
,276,16/02/1997,013,017,023,049,071,000,10,(),4144830,617,67177,23892,2309,0,000,Não,000,000,000
,277,20/02/1997,026,032,038,068,072,000,2,(),14883200,231,128859,9688,4089,0,000,Não,000,000,000
,278,23/02/1997,005,010,021,051,058,000,2,(),19014122,543,70033,20440,2477,0,000,Não,000,000,000
,279,27/02/1997,002,020,039,053,060,000,2,(),14597913,250,116784,10551,3682,0,000,Não,000,000,000
,280,02/03/1997,016,018,046,056,080,000,3,(),12405797,411,90553,18312,2705,0,000,Não,000,000,000
,281,06/03/1997,023,041,046,053,071,000,2,(),14704859,166,177167,8072,4849,0,000,Não,000,000,000
,282,09/03/1997,020,048,050,075,076,000,4,(),9778471,168,232821,10209,5098,0,000,Não,000,000,000
,283,13/03/1997,025,046,052,061,074,000,2,(),15040782,217,138625,9547,4193,0,000,Não,000,000,000
,284,16/03/1997,009,023,056,064,073,000,5,(),7702105,490,78593,18200,2816,0,000,Não,000,000,000
,285,20/03/1997,007,013,037,056,064,000,9,(),3248627,632,46262,19718,1974,0,000,Não,000,000,000
,286,23/03/1997,002,018,064,067,077,000,3,(),12808029,293,131141,14301,3575,0,000,Não,000,000,000
,287,30/03/1997,011,028,060,061,071,000,1,(),38542134,217,177614,10991,4667,0,000,Não,000,000,000
,288,03/04/1997,002,013,027,078,080,000,1,(),29255994,411,71183,16774,2322,0,000,Não,000,000,000
,289,06/04/1997,004,069,070,072,080,000,2,(),18954549,348,108934,14224,3547,0,000,Não,000,000,000
,290,10/04/1997,005,006,055,070,073,000,0,(),000,284,106181,12289,3266,0,000,Sim,000,000,000
,291,13/04/1997,005,034,045,049,058,000,2,(),35677547,427,96486,18331,2992,0,000,Não,000,000,000
,292,17/04/1997,004,042,067,074,075,000,3,(),10003550,272,110333,11745,3401,0,000,Não,000,000,000
,293,20/04/1997,004,041,049,055,080,000,4,(),9436714,319,118329,14052,3575,0,000,Não,000,000,000
,294,27/04/1997,017,020,043,068,074,000,5,(),9462422,426,111061,17656,3566,0,000,Não,000,000,000
,295,04/05/1997,010,020,029,065,076,000,2,(),21734691,302,143939,14921,3878,0,000,Não,000,000,000
,296,08/05/1997,001,021,050,055,068,000,1,(),28258302,145,194885,9466,3974,0,000,Não,000,000,000
,297,11/05/1997,025,052,053,058,078,000,1,(),37902399,277,136832,13292,3795,0,000,Não,000,000,000
,298,15/05/1997,006,017,031,040,066,000,2,(),14162624,276,102628,11379,3313,0,000,Não,000,000,000
,299,18/05/1997,011,025,029,052,053,000,10,(),3691560,644,57323,23344,2105,0,000,Não,000,000,000
,300,22/05/1997,008,019,020,028,034,000,4,(),7053911,482,58539,18669,2011,0,000,Não,000,000,000
,301,25/05/1997,044,046,053,059,065,000,0,(),000,329,114021,12985,3845,0,000,Sim,000,000,000
,302,01/06/1997,007,030,051,052,069,000,0,(),000,431,122454,17524,4008,0,000,Sim,000,000,000
,303,05/06/1997,028,048,050,064,071,000,1,(),130911471,218,186336,10914,4954,0,000,Não,000,000,000
,304,08/06/1997,003,022,042,071,079,000,2,(),19924319,270,147588,13333,3978,0,000,Não,000,000,000
,305,12/06/1997,006,016,031,036,053,000,4,(),7693252,343,89717,15181,2698,0,000,Não,000,000,000
,306,15/06/1997,009,028,034,040,042,000,3,(),12902152,402,96285,16382,3144,0,000,Não,000,000,000
,307,19/06/1997,010,027,029,061,066,000,0,(),000,215,140621,11101,3624,0,000,Sim,000,000,000
,308,22/06/1997,013,014,016,021,069,000,8,(),8857128,576,70527,24781,2182,0,000,Não,000,000,000
,309,26/06/1997,016,026,037,040,062,000,2,(),14177471,160,177219,8796,4290,0,000,Não,000,000,000
,310,29/06/1997,001,014,049,071,074,000,2,(),19360941,294,131707,12767,4036,0,000,Não,000,000,000
,311,03/07/1997,029,046,053,063,068,000,2,(),14869129,371,80157,12866,3076,0,000,Não,000,000,000
,312,06/07/1997,006,029,036,044,068,000,4,(),9787127,567,69045,19430,2681,0,000,Não,000,000,000
,313,10/07/1997,028,030,054,067,074,000,2,(),15582045,218,142954,10086,4112,0,000,Não,000,000,000
,314,13/07/1997,007,010,018,057,074,000,3,(),13001289,451,86483,21029,2469,0,000,Não,000,000,000
,315,17/07/1997,012,019,033,044,067,000,5,(),6292457,455,69148,17447,2400,0,000,Não,000,000,000
,316,20/07/1997,027,028,050,065,076,000,0,(),000,215,180162,11402,4520,0,000,Sim,000,000,000
,317,24/07/1997,002,008,036,045,064,000,7,(),11304979,482,83818,20485,2625,0,000,Não,000,000,000
,318,27/07/1997,022,026,034,039,040,000,2,(),19880679,367,108342,14891,3554,0,000,Não,000,000,000
,319,31/07/1997,001,021,033,039,048,000,3,(),10281613,244,126413,11936,3440,0,000,Não,000,000,000
,320,03/08/1997,003,004,007,014,039,000,8,(),4942553,986,40102,33461,1572,0,000,Não,000,000,000
,321,07/08/1997,018,021,023,054,074,000,1,(),34231703,364,94043,15648,2912,0,000,Não,000,000,000
,322,10/08/1997,010,025,033,043,068,000,2,(),20790939,408,101916,19240,2877,0,000,Não,000,000,000
,323,14/08/1997,032,034,052,068,073,000,2,(),17478534,269,129952,12222,3806,0,000,Não,000,000,000
,324,17/08/1997,042,056,061,076,079,000,1,(),40615212,314,129348,12665,4268,0,000,Não,000,000,000
,325,21/08/1997,002,007,009,027,059,000,3,(),11369417,922,36994,26973,1683,0,000,Não,000,000,000
,326,24/08/1997,005,006,012,050,061,000,3,(),13613812,608,67174,22029,2468,0,000,Não,000,000,000
,327,28/08/1997,003,010,035,047,059,000,3,(),11085105,498,66778,19351,2288,0,000,Não,000,000,000
,328,31/08/1997,017,023,052,070,071,000,5,(),7914991,385,102792,15212,3463,0,000,Não,000,000,000
,329,04/09/1997,007,012,036,039,050,000,4,(),8449210,407,83039,16738,2688,0,000,Não,000,000,000
,330,07/09/1997,006,007,009,036,045,000,4,(),10194880,837,48721,32501,1670,0,000,Não,000,000,000
,331,11/09/1997,053,057,062,070,078,000,2,(),17249353,212,162730,9360,4905,0,000,Não,000,000,000
,332,14/09/1997,024,025,034,050,065,000,1,(),41108836,242,169872,14094,3882,0,000,Não,000,000,000
,333,19/09/1997,001,003,018,046,064,000,2,(),17118981,510,67133,20288,2246,0,000,Não,000,000,000
,334,21/09/1997,015,020,023,078,079,000,0,(),000,244,163106,13254,3996,0,000,Sim,000,000,000
,335,25/09/1997,009,016,020,034,053,000,2,(),40674650,510,81473,20535,2693,0,000,Não,000,000,000
,336,28/09/1997,042,054,055,070,074,000,1,(),39067965,220,177582,11058,4702,0,000,Não,000,000,000
,337,02/10/1997,001,020,040,042,075,000,1,(),33994504,244,139322,10976,4122,0,000,Não,000,000,000
,338,05/10/1997,003,007,010,023,043,000,15,(),2655207,1320,30173,38777,1368,0,000,Não,000,000,000
,339,09/10/1997,002,003,045,049,060,000,2,(),17695286,263,134565,13644,3452,0,000,Não,000,000,000
,340,12/10/1997,004,006,035,064,065,000,3,(),13159431,387,102011,16528,3179,0,000,Não,000,000,000
,341,16/10/1997,027,032,054,057,080,000,4,(),8183174,374,90730,15139,2984,0,000,Não,000,000,000
,342,19/10/1997,001,009,051,059,074,000,2,(),19347484,318,121682,14292,3603,0,000,Não,000,000,000
,343,23/10/1997,013,016,018,021,036,000,10,(),3390217,842,40264,26076,1731,0,000,Não,000,000,000
,344,26/10/1997,004,027,044,061,071,000,0,(),000,292,129583,13870,3631,0,000,Sim,000,000,000
,345,30/10/1997,021,022,040,051,074,000,1,(),76472980,234,165106,11384,4516,0,000,Não,000,000,000
,346,02/11/1997,014,035,053,064,077,000,7,(),5364343,439,85536,16935,2952,0,000,Não,000,000,000
,347,06/11/1997,016,025,027,033,074,000,1,(),34440061,325,105969,16347,2804,0,000,Não,000,000,000
,348,09/11/1997,014,022,024,059,072,000,1,(),39394236,270,145905,13752,3813,0,000,Não,000,000,000
,349,13/11/1997,015,023,025,029,071,000,4,(),8529853,461,74012,18378,2472,0,000,Não,000,000,000
,350,16/11/1997,006,018,042,056,072,000,7,(),5190192,438,82948,16357,2956,0,000,Não,000,000,000
,351,20/11/1997,012,036,038,050,053,000,0,(),000,310,110204,14840,3063,0,000,Sim,000,000,000
,352,23/11/1997,002,028,051,053,077,000,3,(),25607874,343,124375,14959,3796,0,000,Não,000,000,000
,353,27/11/1997,001,021,046,056,079,000,0,(),000,228,146487,10758,4132,0,000,Sim,000,000,000
,354,30/11/1997,003,016,032,037,050,000,3,(),25407417,608,70433,22085,2581,0,000,Não,000,000,000
,355,04/12/1997,008,022,048,059,076,000,0,(),000,313,112903,13209,3560,0,000,Sim,000,000,000
,356,07/12/1997,018,035,037,050,054,000,3,(),26640195,454,98199,20536,2890,0,000,Não,000,000,000
,357,11/12/1997,003,033,044,077,078,000,1,(),35387819,355,99684,16181,2911,0,000,Não,000,000,000
,358,14/12/1997,011,029,042,063,072,000,5,(),7945921,450,88288,15972,3311,0,000,Não,000,000,000
,359,18/12/1997,012,033,051,060,080,000,4,(),8729209,266,131267,11970,3833,0,000,Não,000,000,000
,360,21/12/1997,011,046,049,060,071,000,1,(),39745816,206,192941,11280,4689,0,000,Não,000,000,000
,361,28/12/1997,020,040,059,068,080,000,1,(),42615856,224,190249,11832,4793,0,000,Não,000,000,000
,362,04/01/1998,017,050,069,073,076,000,1,(),42116747,301,139923,13704,4090,0,000,Não,000,000,000
,363,08/01/1998,017,031,051,060,074,000,1,(),32110108,195,164667,9931,4303,0,000,Não,000,000,000
,364,11/01/1998,003,025,030,032,062,000,3,(),12460498,461,81088,19751,2519,0,000,Não,000,000,000
,365,15/01/1998,010,031,037,061,074,000,4,(),8270317,262,126264,11165,3944,0,000,Não,000,000,000
,366,18/01/1998,007,010,032,054,059,000,1,(),36488630,462,78980,17209,2822,0,000,Não,000,000,000
,367,22/01/1998,041,058,061,066,080,000,0,(),000,196,168946,9723,4532,0,000,Sim,000,000,000
,368,25/01/1998,006,011,043,046,058,000,5,(),14844308,429,95823,18061,3029,0,000,Não,000,000,000
,369,29/01/1998,006,028,032,051,080,000,3,(),10731838,245,131410,11578,3701,0,000,Não,000,000,000
,370,01/02/1998,012,014,026,027,075,000,5,(),7352160,408,90100,18992,2576,0,000,Não,000,000,000
,371,05/02/1998,009,030,038,056,076,000,2,(),16387495,270,121389,12048,3620,0,000,Não,000,000,000
,372,08/02/1998,001,012,049,055,076,000,0,(),000,303,125751,13451,3770,0,000,Sim,000,000,000
,373,12/02/1998,016,026,036,041,078,000,0,(),000,224,183197,12380,4412,0,000,Sim,000,000,000
,374,15/02/1998,027,044,045,056,071,000,2,(),63559817,417,115062,20573,3104,0,000,Não,000,000,000
,375,19/02/1998,002,012,014,016,029,000,6,(),5799171,827,42074,25311,1830,0,000,Não,000,000,000
,376,22/02/1998,001,017,047,068,071,000,2,(),18112219,387,93603,15925,3027,0,000,Não,000,000,000
,377,01/03/1998,004,019,048,076,080,000,4,(),10823317,563,76898,21092,2732,0,000,Não,000,000,000
,378,05/03/1998,005,016,034,040,073,000,0,(),000,267,126031,13904,3221,0,000,Sim,000,000,000
,379,08/03/1998,011,029,036,038,067,000,1,(),76855913,375,115215,17539,3279,0,000,Não,000,000,000
,380,12/03/1997,001,007,028,048,073,000,1,(),34573172,324,106708,15161,3035,0,000,Não,000,000,000
,381,15/03/1998,007,015,045,053,066,000,5,(),7824847,489,80009,19214,2710,0,000,Não,000,000,000
,382,19/03/1998,004,017,019,051,062,000,2,(),16768247,357,93940,17627,2532,0,000,Não,000,000,000
,383,22/03/1998,001,002,004,006,028,000,19,(),1977428,2611,14390,33317,1500,0,000,Não,000,000,000
,384,26/03/1998,036,050,055,058,075,000,2,(),16307201,241,135329,11140,3897,0,000,Não,000,000,000
,385,29/03/1998,018,029,035,063,068,000,2,(),18301761,529,69194,18021,2703,0,000,Não,000,000,000
,386,31/03/1998,015,017,018,025,044,000,2,(),8847333,268,66025,11697,2013,0,000,Não,000,000,000
,387,02/04/1998,026,032,045,062,077,000,5,(),5033675,299,84175,10681,3136,0,000,Não,000,000,000
,388,04/04/1998,017,036,067,069,077,000,1,(),31516923,254,124082,11836,3544,0,000,Não,000,000,000
,389,07/04/1998,025,038,057,069,078,000,2,(),11478939,228,100693,8659,3528,0,000,Não,000,000,000
,390,11/04/1998,019,030,035,048,076,000,1,(),31537400,323,97639,14377,2920,0,000,Não,000,000,000
,391,14/04/1998,020,043,047,062,074,000,3,(),7369152,180,122820,8113,3626,0,000,Não,000,000,000
,392,16/04/1998,011,017,026,048,056,000,3,(),8002829,274,87622,12098,2641,0,000,Não,000,000,000
,393,18/04/1998,017,037,053,071,076,000,2,(),14903065,352,84677,13464,2947,0,000,Não,000,000,000
,394,23/04/1998,001,006,038,065,070,000,1,(),28351122,202,140352,9267,4071,0,000,Não,000,000,000
,395,25/04/1998,031,034,036,058,062,000,2,(),14836421,298,99573,11466,3445,0,000,Não,000,000,000
,396,28/04/1998,021,023,037,069,073,000,3,(),6963267,243,85966,8954,3105,0,000,Não,000,000,000
,397,30/04/1998,027,038,048,058,075,000,0,(),000,171,155869,9316,3808,0,000,Sim,000,000,000
,398,02/05/1998,011,012,017,057,074,000,1,(),45444642,207,90778,9981,2506,0,000,Não,000,000,000
,399,05/05/1998,009,027,038,048,057,000,1,(),22348453,321,69622,11870,2506,0,000,Não,000,000,000
,400,07/05/1998,056,059,065,070,071,000,1,(),24546092,158,155355,6856,4765,0,000,Não,000,000,000
,401,09/05/1998,001,007,009,039,080,000,10,(),3094501,645,47977,22586,1824,0,000,Não,000,000,000
,402,12/05/1998,038,057,066,072,077,000,1,(),22676358,152,149187,7689,3925,0,000,Não,000,000,000
,403,14/05/1998,001,014,042,044,056,000,2,(),12142817,293,82886,12009,2691,0,000,Não,000,000,000
,404,16/05/1998,004,008,052,059,067,000,2,(),15232839,288,105784,12027,3371,0,000,Não,000,000,000
,405,19/05/1998,005,019,043,077,080,000,3,(),7430045,340,65560,12682,2339,0,000,Não,000,000,000
,406,21/05/1998,003,035,040,061,077,000,0,(),000,174,136306,7512,4202,0,000,Sim,000,000,000
,407,23/05/1998,016,029,044,057,070,000,3,(),18964057,307,108062,12307,3587,0,000,Não,000,000,000
,408,26/05/1998,004,005,014,028,040,000,2,(),11120949,367,60605,13663,2166,0,000,Não,000,000,000
,409,28/05/1998,003,026,063,074,076,000,1,(),23137315,193,119882,8622,3571,0,000,Não,000,000,000
,410,30/05/1998,007,008,017,047,055,000,1,(),29767198,400,74418,18303,2164,0,000,Não,000,000,000
,411,02/06/1998,009,012,052,065,078,000,2,(),11287491,307,73534,10228,2938,0,000,Não,000,000,000
,412,04/06/1998,001,020,044,066,077,000,3,(),7855862,322,73191,10818,2900,0,000,Não,000,000,000
,413,06/06/1998,024,040,052,057,062,000,0,(),000,181,172497,10094,4116,0,000,Sim,000,000,000
,414,09/06/1998,002,012,020,047,055,000,0,(),000,333,89741,14461,2751,0,000,Sim,000,000,000
,415,13/06/1998,015,026,051,058,065,000,5,(),20431353,370,110949,15158,3604,0,000,Não,000,000,000
,416,16/06/1998,047,052,053,071,078,000,0,(),000,115,184798,6559,4312,0,000,Sim,000,000,000
,417,18/06/1998,011,025,040,048,073,000,1,(),46606675,202,125520,9623,3506,0,000,Não,000,000,000
,418,20/06/1998,034,039,047,075,076,000,1,(),30522824,219,139374,11391,3566,0,000,Não,000,000,000
,419,23/06/1998,021,023,037,050,055,000,1,(),19528673,249,78428,9084,2861,0,000,Não,000,000,000
,420,25/06/1998,038,044,046,072,080,000,1,(),21430411,176,121764,7266,3925,0,000,Não,000,000,000
,421,27/06/1998,024,041,052,056,076,000,2,(),14379086,245,117381,10580,3617,0,000,Não,000,000,000
,422,30/06/1998,037,044,054,062,064,000,0,(),000,150,139848,7297,3826,0,000,Sim,000,000,000
,423,02/07/1998,017,039,048,056,075,000,2,(),24046791,372,72894,13043,2767,0,000,Não,000,000,000
,424,04/07/1998,005,006,022,028,031,000,5,(),5478833,516,53090,16622,2194,0,000,Não,000,000,000
,425,07/07/1998,001,021,028,044,048,000,2,(),10484928,249,84216,10272,2717,0,000,Não,000,000,000
,426,09/07/1998,005,013,026,054,067,000,2,(),10152658,376,54003,12483,2165,0,000,Não,000,000,000
,427,11/07/1998,015,024,030,057,067,000,1,(),31142212,206,151176,10756,3853,0,000,Não,000,000,000
,428,14/07/1998,005,020,027,070,080,000,5,(),4373657,229,95495,9597,3032,0,000,Não,000,000,000
,429,16/07/1998,002,039,041,051,073,000,0,(),000,138,169221,6748,4605,0,000,Sim,000,000,000
,430,18/07/1998,019,052,057,074,079,000,5,(),11746035,424,83438,14516,3244,0,000,Não,000,000,000
,431,21/07/1998,006,035,050,057,058,000,0,(),000,158,144366,7939,3824,0,000,Sim,000,000,000
,432,23/07/1998,027,033,037,053,060,000,2,(),26425271,227,132338,12518,3194,0,000,Não,000,000,000
,433,25/07/1998,020,022,038,045,053,000,6,(),5394747,454,71296,15009,2870,0,000,Não,000,000,000
,434,28/07/1998,023,030,036,039,040,000,2,(),11920408,198,120408,9216,3443,0,000,Não,000,000,000
,435,30/07/1998,020,030,034,035,065,000,1,(),24786186,141,175789,7539,4376,0,000,Não,000,000,000
,436,01/08/1998,031,038,043,044,079,000,1,(),32865952,195,168544,10112,4325,0,000,Não,000,000,000
,437,04/08/1998,015,030,031,049,052,000,3,(),8173115,192,127705,8155,4001,0,000,Não,000,000,000
,438,06/08/1998,012,027,046,048,079,000,1,(),25980144,268,96941,11864,2915,0,000,Não,000,000,000
,439,08/08/1998,010,021,052,058,064,000,0,(),000,290,117859,12539,3628,0,000,Sim,000,000,000
,440,11/08/1998,035,064,066,070,079,000,3,(),22353172,175,187889,8876,4931,0,000,Não,000,000,000
,441,13/08/1998,013,033,060,075,076,000,2,(),13405712,222,120772,10092,3535,0,000,Não,000,000,000
,442,15/08/1998,002,052,053,070,077,000,0,(),000,171,194570,10084,4391,0,000,Sim,000,000,000
,443,18/08/1998,003,050,066,067,070,000,2,(),32902131,168,193648,9254,4679,0,000,Não,000,000,000
,444,20/08/1998,013,032,053,060,069,000,0,(),000,220,118854,9768,3562,0,000,Sim,000,000,000
,445,22/08/1998,008,038,039,046,076,000,0,(),000,289,128341,14374,3435,0,000,Sim,000,000,000
,446,25/08/1998,023,042,050,061,080,000,0,(),000,238,151381,10996,4373,0,000,Sim,000,000,000
,447,27/08/1998,012,014,016,043,044,000,7,(),19856032,635,62559,23457,2254,0,000,Não,000,000,000
,448,29/08/1998,012,025,027,034,076,000,2,(),17016331,415,82007,19188,2361,0,000,Não,000,000,000
,449,01/09/1998,013,019,034,054,073,000,1,(),25589975,297,86161,13336,2553,0,000,Não,000,000,000
,450,03/09/1998,013,035,048,049,053,000,6,(),4425935,559,47506,18915,1869,0,000,Não,000,000,000
,451,05/09/1998,021,032,048,054,061,000,4,(),8728533,303,115228,12784,3635,0,000,Não,000,000,000
,452,10/09/1998,012,051,054,060,061,000,0,(),000,199,170481,10727,4209,0,000,Sim,000,000,000
,453,12/09/1998,018,044,066,074,075,000,1,(),73984213,311,128805,14194,3756,0,000,Não,000,000,000
,454,15/09/1998,019,030,040,060,075,000,3,(),8284965,183,135819,8169,4049,0,000,Não,000,000,000
,455,17/09/1998,007,016,049,052,073,000,4,(),6487254,259,100189,10203,3385,0,000,Não,000,000,000
,456,19/09/1998,018,047,070,074,080,000,1,(),34788481,310,112221,12600,3675,0,000,Não,000,000,000
,457,22/09/1998,001,013,031,049,056,000,1,(),23968621,302,79366,12712,2509,0,000,Não,000,000,000
,458,24/09/1998,021,029,040,062,073,000,1,(),25623058,103,248768,6406,5323,0,000,Não,000,000,000
,459,26/09/1998,008,019,030,033,049,000,6,(),5731320,476,72244,18487,2477,0,000,Não,000,000,000
